size of corpus: 10178

filename	report	source:
P10-1001	 	*
P10-1002	*	*
W00-1416	 	*
J05-3001	 	*
J05-3002	*	*
J05-3003	*	*
J05-3004	*	*
P12-2004	*	*
P12-2003	*	*
D10-1100	*	*
M98-1022	 	*
P12-2002	*	*
D10-1101	 	*
P12-2001	*	
M98-1029	 	*
D10-1102	*	*
M98-1028	 	*
D10-1103	*	*
D10-1104	*	*
D10-1107	*	*
D10-1106	*	*
D10-1108	*	*
M98-1030	 	*
P12-2014	 	*
D10-1111	 	*
J13-2002	*	*
M98-1011	 	*
P12-2013	 	*
J13-2001	*	
M98-1014	 	*
J13-2004	*	*
P12-2015	*	*
J13-2003	*	*
M98-1016	 	*
P12-2010	*	
D10-1115	 	*
D10-1116	 	*
J13-2005	*	
M98-1015	 	*
M98-1018	 	*
D10-1113	*	*
P12-2011	*	
D10-1114	 	*
M98-1017	 	*
D10-1119	*	*
D10-1118	*	*
D10-1117	*	*
P12-2007	*	
P12-2008	*	
M98-1021	 	*
I08-2093	 	*
P12-2023	*	*
P12-2022	*	*
I08-2099	 	*
P12-2021	*	
P12-2020	*	*
I08-2097	*	*
W13-4909	*	*
W13-4908	*	*
P12-2025	 	*
W13-4907	*	*
P12-2024	*	*
P12-2019	 	*
W13-4916	*	*
W13-4917	*	*
P12-2017	 	*
W13-4915	*	
P12-2018	 	*
W13-4912	*	
W13-4913	*	
W13-4910	*	*
W13-4911	*	
W02-0312	 	*
P12-2030	 	*
P12-2031	*	*
P12-2034	 	*
P12-2035	 	*
P12-2038	*	*
P12-2037	*	
P12-2028	*	*
W13-4903	*	*
W13-4904	*	
W13-4905	*	*
W13-4906	*	*
W13-4901	*	
W13-4902	*	
P10-1056	*	*
P10-1057	*	*
P10-1054	 	*
P10-1052	 	*
P10-1050	*	*
P10-1051	*	*
W11-1705	*	*
W11-1704	 	*
W11-1709	 	*
P12-2039	 	*
P12-2042	 	*
W04-0609	 	*
P12-2043	*	
P12-2041	 	*
P10-1049	*	*
P10-1048	*	*
P10-1047	*	*
P10-1065	*	*
W97-0707	 	*
P10-1066	*	*
W97-0705	 	*
P10-1067	 	*
P10-1068	*	
P10-1061	*	*
W97-0703	 	*
P10-1062	*	*
W97-0704	 	*
P10-1063	*	*
P10-1064	 	*
W97-0702	 	*
W11-1716	 	*
W11-1715	 	*
P10-1060	*	*
W11-1720	 	*
P12-2059	*	*
W11-1721	*	
P12-2057	*	*
P12-2058	*	
P12-2055	*	
P12-2056	*	
W11-1723	 	*
W97-0710	 	*
P12-2050	*	*
P10-1059	*	*
P10-1058	*	*
P10-1074	*	*
P10-1075	*	*
P10-1072	*	
P10-1073	 	*
P10-1079	 	*
P10-1076	*	*
P10-1077	 	*
N10-1020	*	*
N10-1021	 	*
P10-1070	*	*
P10-1071	 	*
P12-2064	*	*
N10-1016	*	*
P12-2065	 	*
N10-1017	 	*
P12-2066	*	
N10-1018	 	*
N10-1019	*	*
P12-2068	*	*
N10-1012	*	*
P12-2069	*	*
N10-1013	*	*
N10-1014	*	*
N10-1015	*	*
P10-1069	 	*
P12-2060	*	*
P12-2061	*	*
P12-2062	*	
P12-2063	*	*
P10-1083	 	*
P10-1084	 	*
P10-1085	*	*
P10-1086	*	*
P10-1087	 	*
P10-1088	*	*
P10-1089	*	*
N10-1011	 	*
N10-1010	 	*
P10-1080	*	*
P10-1081	 	*
N10-1008	*	
P12-2075	*	
N10-1005	*	*
N10-1006	 	*
P12-2076	 	*
N10-1003	*	*
N10-1004	*	*
N10-1002	*	
W97-1008	 	*
P12-2074	 	*
W97-1003	*	
P12-2071	 	*
N10-1009	 	*
W97-1001	*	*
C10-1152	*	*
W03-1203	*	*
C10-1153	*	*
W03-1201	 	*
N10-1040	*	
C10-1155	*	*
N10-1042	*	
N10-1043	 	*
N10-1044	*	*
W00-1426	 	*
P10-1013	*	*
W00-1425	 	*
P10-1012	 	*
P10-1011	*	*
W03-1209	 	*
W00-1427	 	*
P10-1010	 	*
W03-1207	 	*
W03-1206	 	*
W03-1205	*	*
C10-1150	 	*
W00-1424	 	*
C10-1151	*	*
W00-1423	 	*
P10-1009	 	*
W97-1013	 	*
W97-1014	 	*
J82-3001	 	*
P10-1008	*	*
P10-1005	 	*
W97-1016	*	*
P10-1006	*	*
P10-1003	*	*
P10-1004	*	*
N10-1035	*	*
N10-1034	*	*
W12-2106	 	*
J82-3002	 	*
N10-1039	 	*
W12-2108	*	*
W97-1010	 	*
J82-3004	 	*
W97-1011	 	*
N10-1033	*	*
N10-1030	*	
N10-1031	 	*
P10-1022	*	*
P10-1024	*	*
W00-1436	 	*
P10-1023	*	*
W00-1434	 	*
P10-1020	*	*
P10-1018	 	*
P10-1019	 	*
P10-1014	 	*
P10-1015	 	*
P10-1016	*	*
P10-1017	*	*
N10-1026	 	*
N10-1024	 	*
N10-1029	 	*
N10-1028	 	*
N10-1027	 	*
N10-1063	*	*
N10-1064	 	*
N10-1065	*	*
W12-4303	*	*
N10-1066	*	*
N10-1060	 	*
N10-1061	*	*
N10-1062	*	*
W97-0713	 	*
P10-1031	 	*
P10-1030	 	*
W12-4304	 	*
P10-1035	 	*
W12-4305	*	
P10-1034	*	*
P10-1033	*	*
P10-1032	*	*
P10-1028	*	*
P10-1025	*	*
P10-1026	*	*
P10-1029	*	*
N10-1057	 	*
N10-1056	 	*
N10-1059	 	*
N10-1058	*	*
N10-1054	 	*
N10-1055	 	*
N10-1052	 	*
W03-1210	 	*
W04-0601	 	*
N10-1050	*	*
P10-1040	*	*
P10-1041	*	*
P10-1044	*	*
P10-1043	*	*
P10-1046	*	*
P10-1045	*	*
P10-1036	*	*
P10-1037	*	*
N10-1049	 	*
N10-1048	 	*
N10-1045	 	*
I05-1006	 	*
I05-1007	 	*
I05-1008	 	*
I05-1009	 	*
C10-1128	*	
C10-1129	 	*
I05-1010	 	*
C10-1124	*	*
C10-1123	*	*
C10-1126	*	*
C10-1125	*	*
I05-1011	 	*
C10-1120	*	*
C10-1122	*	*
I05-1019	 	*
I05-1017	*	
I05-1018	 	*
C10-1118	*	*
I05-1015	 	*
C10-1119	*	*
C10-1116	 	*
C10-1117	 	*
C10-4001	 	*
J09-4009	*	*
I05-1023	*	*
J09-4008	*	*
I05-1021	 	*
J09-4007	 	*
C10-1113	 	*
J09-4006	*	*
C10-1112	*	*
C10-1111	 	*
J09-4005	 	*
C10-1110	 	*
C10-1149	*	*
C10-1140	*	*
C10-1142	*	*
C10-1144	*	
C10-1143	*	*
C10-1145	 	*
C10-1148	*	*
C10-1147	*	
C10-1138	*	
W06-2209	 	*
W06-2207	 	*
C10-1133	 	*
C10-1132	*	*
C10-1131	*	*
C10-1137	 	*
C10-1136	 	*
C10-1135	*	*
C10-1134	*	
W00-0306	 	*
P10-1093	 	*
P10-1094	*	*
P10-1097	*	*
P10-1096	*	*
P10-1099	*	*
P10-1098	*	*
C10-1106	*	*
C10-1105	*	*
C10-1108	*	
C10-1107	*	*
W11-1701	 	*
W09-2301	*	*
W09-2303	*	*
W09-2304	 	*
C10-1100	*	*
C10-1101	*	*
C10-1102	*	
W09-2307	*	*
C10-1103	*	*
W09-2309	*	
W09-2310	*	*
J11-1005	*	*
J11-1003	*	*
J11-1002	*	*
J11-1008	*	
J11-1007	*	*
J11-1006	*	
W06-0208	*	*
I08-2088	 	*
I08-2089	 	*
W06-0206	*	*
I08-2087	*	
I08-2080	*	*
I08-2084	 	*
W06-0204	 	*
W06-0202	*	*
I08-2082	 	*
I08-2077	 	*
I08-2078	*	
W02-0406	 	*
W07-0607	 	*
W02-0404	 	*
N07-4002	 	*
W02-0402	 	*
W07-0604	*	*
W02-0401	 	*
W07-0602	 	*
I05-1073	 	*
I05-1071	 	*
I05-1077	 	*
I05-1075	 	*
I05-1082	 	*
W07-0612	 	*
W09-3407	 	*
W09-3401	 	*
I05-1053	 	*
I05-1049	 	*
I05-1065	 	*
I05-1060	 	*
I05-1062	 	*
I05-1063	 	*
J02-2002	*	*
J02-2001	*	*
N07-4014	 	*
N07-4013	 	*
J02-2003	*	*
J97-4002	 	*
I05-1058	 	*
J97-4004	 	*
J97-4003	*	*
I05-1059	 	*
J97-4005	 	*
I05-1034	 	*
I05-1040	 	*
I05-1044	 	*
I05-1036	 	*
I05-1035	 	*
D10-1004	*	*
D10-1003	*	*
D10-1006	 	*
D10-1005	*	*
D10-1002	*	*
D10-1001	 	*
J01-4001	*	*
D10-1007	*	*
D10-1008	*	*
P10-2003	*	*
P10-2002	*	*
P10-2001	 	*
P10-2004	*	
P10-2005	*	*
P10-2006	 	*
P10-2007	*	*
P10-2008	 	*
D10-1017	*	*
D10-1016	 	*
D10-1015	*	*
D10-1014	*	*
D10-1013	*	*
D10-1012	 	*
D10-1010	 	*
D10-1018	 	*
D10-1019	*	*
P10-2010	*	
P10-2012	 	*
P10-2011	 	*
P10-2013	 	*
J84-3005	 	*
D10-1020	*	*
J84-3003	 	*
D10-1022	*	*
J84-3002	 	*
D10-1021	 	*
D10-1024	 	*
J84-3001	*	*
D10-1023	*	
D10-1026	 	*
D10-1025	 	*
D10-1028	*	*
D10-1027	*	*
D10-1029	*	*
J03-4001	*	*
J03-4003	*	*
J03-4002	*	*
D10-1031	*	
D10-1030	*	*
J01-4004	*	*
D10-1035	*	*
D10-1034	*	
J01-4005	*	
D10-1033	*	*
J01-4002	 	*
D10-1032	*	
J01-4003	*	*
N03-2029	 	*
D10-1039	*	*
D10-1038	*	*
D10-1037	*	*
J01-4006	*	*
D10-1036	 	*
J01-4007	 	*
N03-2037	 	*
N03-2036	 	*
N03-2030	 	*
W13-0804	*	*
W13-0805	*	*
W13-0806	*	*
W13-0807	*	
W13-0808	*	*
N03-2017	*	*
N03-2019	 	*
P10-2039	 	*
P10-2037	 	*
P07-3008	 	*
P07-3005	 	*
P10-2042	 	*
P10-2043	 	*
P10-2040	*	*
P10-2041	 	*
P10-2045	 	*
N03-2024	 	*
N03-2026	 	*
N03-2027	 	*
N03-2021	 	*
N03-2022	 	*
N03-2023	 	*
P07-3013	 	*
P07-3014	 	*
P07-3015	 	*
N03-2008	 	*
P10-2049	*	*
P10-2048	*	*
J03-4004	*	*
P10-2051	 	*
W02-0203	 	*
W02-0204	 	*
P10-2054	 	*
W02-0207	 	*
N03-2015	 	*
N03-2016	 	*
W13-0803	*	
N03-2012	 	*
W13-0801	*	*
P10-2050	*	*
P10-2017	*	*
P10-2016	 	*
E06-1007	*	*
P10-2025	*	*
N06-4004	 	*
P10-2023	*	*
E06-1009	 	*
P10-2020	 	*
P10-2021	 	*
W02-0216	 	*
W02-0213	 	*
N06-4007	 	*
E06-1002	 	*
N03-2002	 	*
E06-1004	 	*
N03-2003	 	*
E06-1003	 	*
E06-1006	 	*
E06-1005	 	*
P10-2026	*	
P10-2029	*	*
P10-2028	*	
P10-2033	*	*
P10-2035	*	*
P10-2036	 	*
P10-2030	*	*
P10-2031	*	*
P10-2032	*	*
N10-1141	*	*
N10-1140	*	*
N10-1143	*	
D10-1086	*	*
D10-1084	 	*
D10-1083	*	*
D10-1082	*	*
D10-1081	 	*
D10-1080	*	
N10-1137	 	*
J13-3008	*	*
N10-1138	*	*
N10-1139	*	
W12-0102	*	
J13-3007	*	*
W12-0103	*	
J13-3006	*	*
N10-1133	*	*
J13-3005	*	
N10-1134	 	*
J13-3004	*	*
N10-1135	*	*
D10-1088	*	*
J13-3003	*	*
J13-3002	*	*
N10-1132	*	*
N10-1131	*	*
W97-0808	 	*
N10-1130	*	*
J13-3001	 	*
W97-0809	*	
W97-0802	 	*
W97-0803	 	*
D10-1095	*	*
D10-1094	*	*
D10-1097	*	
D10-1096	*	*
D10-1091	*	*
W97-0810	 	*
D10-1090	*	*
D10-1092	 	*
N10-1128	*	*
N10-1129	*	*
N10-1127	*	*
D10-1099	 	*
N10-1125	 	*
D10-1098	*	*
N10-1122	*	*
N10-1123	 	*
W11-1826	 	*
W11-1825	*	*
W11-1828	*	*
W11-1827	*	*
W12-4402	*	*
N10-1121	*	*
W12-4401	 	*
N10-1120	*	*
W12-4404	 	*
W12-4403	*	
W12-4406	 	*
W12-4405	*	
W12-4408	 	*
W97-0811	 	*
W12-4407	*	*
W97-0813	 	*
W12-4409	 	*
N10-1119	*	*
N10-1112	 	*
N10-1113	*	
N10-1115	*	*
N10-1116	*	*
N10-1117	 	*
N10-1118	 	*
W12-0111	*	
N10-1109	 	*
N10-1102	 	*
W12-0117	*	*
N10-1103	 	*
N10-1100	 	*
W12-0113	*	*
W12-0114	*	
N10-1107	 	*
N10-1105	 	*
W12-0116	*	
W03-1108	*	*
W04-0713	 	*
W03-1101	*	*
W12-2208	 	*
D10-1049	*	*
W04-0707	*	*
D10-1047	 	*
W10-4006	*	*
W10-4005	*	
D10-1048	*	*
D10-1046	 	*
W12-2203	 	*
D10-1043	*	*
W12-2205	*	*
D10-1044	*	*
W06-3814	 	*
W06-3813	 	*
D10-1041	*	*
W06-3812	 	*
D10-1042	*	*
W12-2202	 	*
W06-3811	*	*
D10-1040	 	*
W12-4412	*	*
W12-4410	 	*
W12-4411	 	*
W06-3808	 	*
D10-1058	*	*
D10-1059	*	*
D10-1054	*	*
D10-1055	*	
D10-1056	*	*
D10-1057	*	*
D10-1050	*	*
D10-1051	 	*
D10-1052	*	*
D10-1053	*	*
D10-1067	*	*
D10-1068	*	
D10-1065	*	*
D10-1066	*	
D10-1069	*	*
D10-1060	*	*
D10-1063	 	*
D10-1064	 	*
D10-1061	 	*
D10-1062	*	*
W04-0705	*	*
W04-0706	 	*
W04-0701	 	*
D10-1076	*	*
N10-1147	 	*
D10-1077	 	*
N10-1146	*	*
N10-1145	*	*
D10-1078	*	*
D10-1079	*	
D10-1070	*	*
D10-1071	*	
D10-1072	*	
D10-1073	*	*
D10-1074	*	
D10-1075	*	*
I08-1051	 	*
I08-1050	 	*
A00-1011	 	*
N10-1089	*	*
I08-1059	*	*
A00-1010	 	*
J99-2001	*	*
J99-2002	 	*
I08-1055	*	*
I08-1054	*	*
J99-2004	*	*
J99-2006	 	*
W04-0803	 	*
A00-1019	 	*
W04-0802	 	*
A00-1016	 	*
N10-1095	 	*
W04-0805	 	*
W04-0804	 	*
A00-1017	 	*
N10-1097	 	*
N10-1099	 	*
W00-0401	 	*
W00-0403	 	*
W00-0402	*	
W00-0405	 	*
N10-1091	*	*
N10-1090	*	
W00-0404	*	
P08-1100	 	*
P08-1101	*	*
I08-1040	 	*
P08-1102	*	*
A00-1020	*	*
P08-1108	*	*
P08-1109	*	*
I08-1048	*	*
A00-1021	 	*
I08-1047	 	*
P08-1103	*	*
A00-1024	*	
I08-1042	*	*
A00-1023	 	*
I08-1041	 	*
I08-1044	*	*
P08-1105	 	*
A00-1026	*	
A00-1025	 	*
P08-1106	 	*
I08-1038	 	*
I08-1039	 	*
W02-1801	 	*
I08-1073	*	
I08-1071	*	
I08-1070	*	*
I08-2120	 	*
I08-2124	*	
N10-1068	*	*
N10-1069	*	*
I08-2126	 	*
N10-1075	*	*
I08-2119	*	*
N10-1076	 	*
N10-1073	*	*
N10-1072	 	*
W01-1009	 	*
W01-1007	 	*
W02-1817	 	*
W12-2301	 	*
W06-2302	 	*
W02-1818	 	*
W06-2303	*	*
W06-2305	 	*
I08-2110	 	*
A00-1002	 	*
I08-1064	*	*
I08-2111	 	*
A00-1004	 	*
I08-1066	*	*
I08-1065	 	*
W12-2304	*	*
W10-4109	*	
I08-1067	*	*
N10-1078	 	*
I08-2112	 	*
W12-2303	*	
N10-1079	 	*
I08-1069	*	*
C69-6209	 	*
N10-1088	*	*
A00-1009	 	*
N10-1087	*	*
N10-1086	*	*
I08-2105	*	*
N10-1084	 	*
N10-1083	*	*
N10-1082	*	*
I08-2109	 	*
N10-1081	*	*
N10-1080	*	*
W99-0503	 	*
W99-0501	 	*
W11-1820	 	*
W99-0502	 	*
W09-2420	*	*
W11-1822	 	*
W11-1821	 	*
W11-1824	 	*
W09-2423	*	*
W11-1814	*	*
W11-1816	*	*
W11-1818	 	*
W11-1819	 	*
W99-0512	 	*
W11-1813	 	*
W11-1812	*	*
J88-1004	 	*
W11-1811	*	*
J88-1003	 	*
W11-1810	 	*
W11-1805	 	*
W11-1806	*	*
W11-1803	*	*
W11-1804	*	*
W11-1809	 	*
W11-1807	*	*
W99-0508	*	*
W11-1808	*	*
P08-1117	*	*
P08-1116	*	*
P08-1115	*	*
W11-1802	*	*
P08-1114	*	*
W11-1801	*	*
P08-1119	*	*
P08-1118	*	*
P08-1113	*	*
P08-1112	*	*
P08-1111	 	*
P08-1110	*	*
W00-0409	 	*
W00-0408	 	*
W00-0407	 	*
N07-3002	*	*
W09-3506	 	*
W09-3507	 	*
W09-3502	 	*
W09-3501	 	*
W09-3504	 	*
W07-0723	 	*
W07-0722	 	*
W07-0721	 	*
W07-0720	 	*
W09-3518	 	*
W09-3519	 	*
W07-0729	 	*
W07-0728	 	*
W07-0727	*	*
W07-0726	*	*
W07-0725	 	*
W07-0724	*	*
W09-3510	 	*
W07-0732	 	*
W07-0731	*	*
W07-0734	 	*
W07-0733	 	*
W07-0730	*	*
W09-3528	 	*
W07-0736	 	*
W07-0735	*	*
W07-0738	*	*
W07-0737	 	*
W09-3520	 	*
J09-2005	 	*
W09-3539	 	*
W09-2405	*	
J09-2006	 	*
W07-0701	*	
J09-2001	 	*
W09-2404	*	*
W98-0513	 	*
W09-2403	*	
W09-3536	 	*
J09-2003	*	*
W09-2402	*	*
J09-2002	 	*
W98-0511	 	*
W07-0705	 	*
W07-0704	*	*
W07-0703	*	*
W07-0702	*	*
W02-0301	*	*
W07-0709	*	
W02-0306	 	*
W07-0707	*	*
W07-0706	*	*
W09-3531	 	*
W98-0507	 	*
W98-0509	 	*
W09-2417	*	*
W09-2416	*	*
W09-2419	 	*
W09-2418	 	*
W07-0710	 	*
W09-2413	*	*
W09-2412	 	*
W09-2415	*	*
W07-0712	 	*
W07-0711	*	*
P10-2060	*	*
P10-2063	 	*
W07-0714	*	*
W07-0713	 	*
P10-2062	*	*
W07-0716	*	*
P10-2065	*	*
W07-0715	*	*
W07-0718	*	*
P10-2067	*	
P10-2066	 	*
W07-0717	*	*
P10-2068	 	*
W07-0719	*	*
W09-2411	 	*
I08-1005	 	*
I08-1007	*	*
I08-1012	*	*
I08-1013	*	
W06-0305	*	*
W06-0303	 	*
J80-1001	 	*
W06-0302	*	*
W06-0301	*	*
J80-1003	 	*
J80-1002	 	*
W98-0501	 	*
W98-0502	 	*
W98-0503	 	*
I08-2127	 	*
I08-1003	 	*
I08-1004	*	*
I08-1002	 	*
I08-2131	 	*
I08-2133	 	*
I08-2132	 	*
A00-1039	 	*
I08-1030	*	
A00-1034	 	*
W10-3006	*	*
I08-1031	 	*
W10-3007	*	*
W10-3004	 	*
I08-1033	*	*
A00-1031	 	*
W10-3008	 	*
W10-3009	 	*
A00-1033	 	*
W10-3002	 	*
W10-3001	*	*
I08-1018	 	*
I08-1016	 	*
W10-3015	 	*
W10-3017	 	*
I08-1020	 	*
W10-3018	*	*
I08-1025	 	*
A00-1043	 	*
A00-1044	 	*
A00-1041	 	*
W10-3010	*	*
W10-3011	 	*
W10-3012	 	*
W10-3013	 	*
W10-3014	 	*
P97-1020	 	*
P97-1021	*	*
P97-1023	 	*
P97-1014	*	
W03-0301	*	*
P97-1013	 	*
P97-1018	 	*
P97-1017	 	*
W03-0309	 	*
W03-0308	 	*
W13-2024	 	*
W13-2027	*	*
W03-0306	 	*
W13-2026	*	
W03-0305	 	*
W03-0304	 	*
W13-2020	 	*
W03-0303	 	*
W13-2023	 	*
W03-0302	 	*
C80-1027	 	*
P97-1030	 	*
P97-1033	*	
P97-1034	*	*
P97-1031	*	*
P97-1032	*	*
P97-1027	 	*
W03-0310	 	*
P97-1026	*	*
P97-1024	 	*
P97-1029	*	*
W03-0317	*	*
W03-0314	*	
P97-1042	 	*
P97-1043	 	*
P97-1044	*	
P97-1040	 	*
P97-1041	*	*
P97-1039	*	*
P97-1035	*	*
P97-1038	*	*
P97-1037	 	*
W03-0320	 	*
H01-1007	 	*
H01-1006	 	*
H01-1009	 	*
W96-0403	 	*
W96-0406	 	*
P97-1055	 	*
W08-0704	 	*
P97-1056	*	*
P97-1051	 	*
W08-0708	 	*
P97-1052	 	*
P97-1050	 	*
W13-3502	*	
W13-3503	 	*
W13-3504	*	
W13-3506	*	
P97-1048	 	*
W13-3508	*	*
P97-1047	 	*
W13-3509	 	*
W96-0410	*	*
W96-0413	 	*
N03-1018	 	*
N03-1019	 	*
N03-1016	 	*
N03-1017	 	*
W96-0401	 	*
W13-3512	*	*
W94-0201	 	*
W13-3511	*	
W13-3510	*	
N03-1022	 	*
H01-1026	 	*
N03-1021	 	*
W13-3519	*	
N03-1020	 	*
W13-3518	*	
W13-3517	*	*
N03-1026	 	*
W13-3516	*	
N03-1025	 	*
W13-3515	*	
N03-1024	 	*
W13-3514	*	
N03-1023	*	*
W13-3513	*	*
N03-1027	*	*
N03-1028	*	*
N03-1029	 	*
W13-3520	*	
W13-3523	*	
W13-3522	*	
H01-1017	 	*
N03-1031	 	*
N03-1030	 	*
N03-1033	*	*
H01-1014	 	*
N03-1032	 	*
H01-1015	 	*
N03-1034	 	*
W13-3524	*	
N03-1037	 	*
H01-1010	 	*
N03-1036	 	*
H01-1011	 	*
P97-1001	 	*
H01-1051	 	*
W04-3250	 	*
W04-3251	*	*
W04-3252	 	*
W04-3253	 	*
W13-2001	*	
W13-2002	 	*
W04-3255	*	*
W04-3254	 	*
W13-2003	*	*
W05-1008	 	*
W13-2004	 	*
W05-1009	 	*
W13-2005	*	
W04-3256	 	*
H01-1043	 	*
W05-1006	*	*
W13-2006	*	
J92-2001	*	*
W13-2007	 	*
J92-2002	*	*
W05-1004	 	*
W13-2008	*	
W05-1005	 	*
W13-2009	*	*
J92-2003	 	*
W05-1002	 	*
J92-2004	*	*
J92-2005	*	*
H01-1045	 	*
W05-1001	*	
H01-1046	 	*
P97-1012	 	*
P97-1011	 	*
P97-1010	 	*
W94-0204	 	*
W04-3242	 	*
W04-3240	 	*
W94-0208	 	*
C80-1001	 	*
W13-2011	 	*
W13-2012	*	*
W04-3248	*	*
W04-3247	 	*
W13-2010	 	*
W13-2015	*	
W04-3246	 	*
W04-3245	 	*
W04-3244	 	*
W13-2013	*	*
W04-3243	 	*
P97-1008	 	*
P97-1009	*	*
W13-2017	*	
H01-1033	 	*
W13-2018	*	
P97-1007	*	*
P97-1004	 	*
H01-1034	 	*
H01-1035	*	*
P97-1005	 	*
P97-1003	 	*
J86-1002	*	*
W04-3234	*	*
W04-3232	 	*
W04-3233	*	*
W04-3238	 	*
W04-3239	 	*
W04-3236	*	*
W04-3237	 	*
W04-3231	 	*
W04-3230	*	*
W06-3502	*	
W06-3503	 	*
W06-0804	 	*
W06-3506	 	*
W04-3229	 	*
W05-1011	 	*
W04-3221	*	*
W04-3222	*	*
W04-3223	 	*
W04-3224	*	*
W04-3225	*	*
W04-3226	 	*
W04-3227	 	*
E09-3011	 	*
W04-3228	*	*
E09-3006	*	
E09-3004	*	
E09-3005	*	*
E09-3008	*	*
W04-3220	 	*
W04-3219	*	*
W07-0802	 	*
W04-3216	 	*
W07-0801	 	*
W04-3217	 	*
W04-3214	*	*
W07-0804	 	*
W07-0803	 	*
W04-3215	*	*
W04-3212	 	*
W04-3213	*	*
W04-3210	 	*
W07-0808	 	*
W04-3211	 	*
W04-3207	*	*
W04-3208	*	*
W04-3209	 	*
W04-3203	*	*
W07-0814	 	*
W04-3204	*	*
W04-3205	*	*
W07-0813	 	*
W07-0812	 	*
W04-3206	*	*
W04-3201	 	*
W04-3202	 	*
J93-3004	 	*
J93-3002	 	*
J93-3003	 	*
J93-3001	*	*
J11-4004	*	
P09-1067	*	*
D11-1086	*	*
P09-1068	 	*
J11-4002	*	*
D11-1084	*	*
P09-1069	*	*
D11-1085	*	
P09-1063	*	*
D11-1082	*	*
D11-1083	*	
J11-4007	*	*
P09-1064	*	*
P09-1065	*	*
J11-4006	*	*
D11-1080	*	*
J11-4005	*	
P09-1066	*	*
D11-1081	*	*
D11-1089	*	*
D11-1090	*	*
C80-1057	 	*
D11-1073	*	
D11-1074	 	*
P09-1078	 	*
D11-1075	*	*
D11-1076	*	*
P09-1079	 	*
C80-1063	 	*
P09-1076	*	*
W03-1403	 	*
D11-1070	*	
P09-1077	*	*
W03-1402	 	*
C80-1061	 	*
W03-1405	 	*
P09-1074	*	*
D11-1071	*	*
D11-1072	 	*
P09-1075	 	*
W09-1008	*	*
D11-1077	*	
W09-1007	 	*
D11-1078	 	*
D11-1079	*	*
P09-1073	*	*
C80-1068	 	*
P09-1072	 	*
P09-1071	 	*
P09-1070	 	*
E09-3001	 	*
P09-1087	*	*
E09-3003	 	*
P09-1088	*	*
P09-1089	*	*
P09-1080	 	*
P09-1082	*	*
P09-1083	 	*
P09-1098	*	*
D11-1091	*	*
D11-1092	*	
P09-1096	 	*
D11-1094	*	*
P09-1097	 	*
D11-1095	*	*
D11-1096	*	*
D11-1097	*	*
D11-1098	*	
W12-4107	*	
D11-1099	*	*
W12-4102	*	*
P09-1091	 	*
P09-1090	*	*
P09-1094	*	*
P09-1093	*	
P09-1092	 	*
P89-1016	 	*
P89-1017	 	*
P89-1018	 	*
C86-1045	 	*
C86-1046	 	*
D07-1030	*	*
D07-1031	*	*
D07-1022	*	*
D07-1021	 	*
D07-1024	 	*
D07-1023	*	*
D07-1026	*	*
D07-1025	*	*
D07-1028	*	*
D07-1027	*	*
P89-1024	 	*
P89-1023	 	*
D07-1029	*	*
P89-1026	 	*
P89-1025	 	*
P89-1022	 	*
W06-1320	*	*
P89-1029	 	*
P89-1027	 	*
D07-1020	 	*
W09-3210	 	*
L08-1073	 	*
D07-1013	*	*
D07-1012	 	*
D07-1011	 	*
D07-1010	 	*
D07-1017	*	*
D07-1015	*	*
D07-1014	*	*
D07-1019	 	*
D07-1018	*	
P89-1033	 	*
P89-1032	 	*
P09-5004	 	*
P89-1031	 	*
P89-1030	 	*
J12-4005	*	
W06-2405	 	*
S13-1001	 	*
S13-1002	*	*
J12-4004	*	*
W06-2403	*	
S13-1003	*	
J12-4003	*	*
J12-4002	*	
W06-2402	 	*
S13-1004	 	*
S13-1005	 	*
J12-4007	*	
S13-1007	*	
J12-4006	*	
S13-1008	*	*
C86-1065	 	*
C86-1066	 	*
W06-2408	 	*
W06-2407	 	*
C86-1069	 	*
W09-3206	 	*
D07-1003	*	*
W09-3204	 	*
D07-1006	*	*
W09-3205	 	*
D07-1005	*	*
W09-3208	 	*
D07-1002	*	*
W09-3209	 	*
D07-1001	 	*
D07-1008	*	*
D07-1007	*	*
D07-1009	*	*
C86-1050	 	*
L08-1091	 	*
L08-1093	 	*
W99-0610	 	*
C86-1001	 	*
D11-1119	*	
D11-1118	*	*
W99-0613	 	*
W99-0614	*	
W99-0611	 	*
W99-0612	 	*
P09-1110	*	*
P09-1111	 	*
J94-3001	 	*
W04-1003	 	*
P09-1113	*	*
J94-3000	*	
P09-1114	*	*
P09-1115	*	*
D11-1113	*	*
W99-0606	*	*
P09-1116	*	*
D11-1110	*	
P09-1117	 	*
W04-1009	 	*
J94-3004	 	*
W99-0604	 	*
P09-1119	 	*
D11-1116	*	*
C86-1006	 	*
D11-1117	*	*
D11-1114	*	
W99-0609	 	*
J94-3007	 	*
D11-1115	*	
W99-0608	*	*
J88-2003	 	*
J88-2004	*	*
D11-1129	 	*
J88-2005	 	*
J88-2006	 	*
W99-0602	*	*
W99-0603	 	*
S13-1017	*	
S13-1014	*	
S13-1013	*	
W04-1013	 	*
W04-1010	 	*
W00-0103	 	*
J94-3010	*	
W04-1017	 	*
W00-0104	 	*
W04-1016	*	*
P09-1103	*	*
W04-1015	 	*
